CD_CID,DS_CID
N739,Doenc Inflam Ne da Pelve Femin
N74,Transt Inflam da Pelve Femin em Doenc C
N748,Inflam Pelvica Femin em Outr Doenc Cop
N75,Doenc da Gland de Bartholin
N750,Cisto da Gland de Bartholin
N751,Abscesso da Gland de Bartholin
N759,Doenc Ne da Gland de Bartholin
N76,Outr Afeccoes Inflam da Vagina e da Vul
N760,Vaginite Aguda
N766,Ulceracao Vulvar
N77,Ulceracao e Inflam Vulvovaginais Doenc
N770,Ulceracao da Vulva Doenc Infecc Parasit
N80,Endometriose
N800,Endometriose do Utero
N801,Endometriose do Ovario
N802,Endometriose da Trompa de Falopio
N803,Endometriose do Peritonio Pelvico
N804,Endometriose do Septo Retovaginal e Vag
N805,Endometriose do Intestino
N806,Endometriose em Cicatriz Cutanea
N808,Outr Endometriose
N809,Endometriose Ne
N81,Prolapso Genital Femin
N810,Uretrocele Femin
N811,Cistocele
N812,Prolapso Uterovaginal Incompleto
N813,Prolapso Uterovaginal Completo
N814,Prolapso Uterovaginal Ne
N815,Enterocele Vaginal
N816,Retocele
N818,Outr Prolapso Genital Femin
N819,Prolapso Genital Femin Ne
N82,Fistulas do Trato Genital Femin
N820,Fistula Vesicovaginal
N822,Fistula Vagina-Intestino Delgado
N823,Fistula Vagina-Colon
N824,Outr Fistulas Genito-Intestinais Femin
N825,Fistula Genitocutanea Femin
N828,Outr Fistulas do Trato Genital Femin
N829,Fistulas Ne do Trato Genital Femin
N83,Transt Nao-Infl Ovario Tromp Falop Lig
N830,Cisto Folicular do Ovario
N831,Cisto do Corpo Luteo
N832,Outr Cistos Ovarianos e Os Ne
N833,Atrofia Adquir do Ovario e Trompa de Fa
N835,Torcao Ovario Pediculo Ovarian Tromp Fa
N836,Hematossalpinge
N838,Outr Transt N Infl Ovar Tromp Falop Lig
N839,Transt N Infl Ovar Trompa Falop Lig Lar
N84,Polipo do Trato Genital Femin
N840,Polipo do Corpo do Utero
N841,Polipo do Colo do Utero
N842,Polipo da Vagina
N848,Polipo de Outr Partes do Trato Genital
N849,Polipo do Trato Genital Femin Ne
N85,Outr Transt Nao-Inflam Utero Exc Colo U
N850,Hiperplasia Glandular Endometrial
N851,Hiperplasia Adenomatosa Endometrial
N852,Hipertrofia do Utero
N853,Subinvolucao do Utero
N857,Hematometra
N858,Outr Transt Nao-Inflam Espec do Utero
N859,Transt Nao-Inflam do Utero Ne
N86,Erosao e Ectropio do Colo do Utero
N87,Displasia do Colo do Utero
N870,Displasia Cervical Leve
N871,Displasia Cervical Moderada
N872,Displasia Cervical Grave Ncop
N879,Displasia do Colo do Utero Ne
N88,Outr Transt Nao-Inflam do Colo do Utero
N881,Laceracao Antiga do Colo do Utero
N883,Incompetencia do Colo do Utero
N884,Alongamento Hipertrofico do Colo do Ute
N888,Outr Transt Nao-Inflam Espec Colo do Ut
N889,Transt Nao-Inflam e Ne do Colo do Utero
N89,Outr Transt Nao-Inflam da Vagina
N90,Outr Transt Nao-Inflam da Vulva e do Pe
N906,Hipertrofia da Vulva
N907,Cisto Vulvar
N908,Outr Transt Nao-Inflam Espec Vulva e Pe
N909,Transt Nao-Inflam e Ne da Vulva e do Pe
N91,Menstruacao Ausente Escassa e Pouco Fre
N92,Menstruacao Excessiva Frequente e Irreg
N920,Menstruacao Excessiva Freq c/Ciclo Regu
N921,Menstruacao Excessiva Freq c/Ciclo Irre
N924,Sangramento Abundante na Pre-Menopausa
N925,Outr Tipos Espec Irregularidade Menstru
N926,Menstruacao Irregular Ne
N93,Outr Sangramentos Anormais Utero e Vagi
N930,Sangramentos Pos-Coito ou de Contato
N938,Outr Sangramentos Anorm Espec Utero Vag
N939,Sangramento Anormal do Utero ou da Vagi
N94,Dor Outr Afecc Ass Org Genit Fem Cicl M
N944,Dismenorreia Prim
N948,Outr Afec Esp Ass Org Genit Fem Ciclo M
N95,Transt da Menopausa e da Perimenopausa
N950,Sangramento Pos-Menopausa
N96,Abortamento Habitual
N97,Infertilidade Femin
N971,Infertilidade Femin Orig Tubaria
N98,Complic Assoc a Fecundacao Artificial
N99,Transt Trato Geniturinario Pos-Proced N
N990,Insuf Renal Pos-Proced
N992,Aderencias Pos-Operatorias da Vagina
N993,Prolapso Cupula de Vagina Pos-Histerect
N994,Aderencias do Peritonio Pelvico Pos-Pro
N998,Outr Transt Pos-Proced Ap Geniturinario
N999,Transt Pos-Proced Ne Aparelho Geniturin
O00,Gravidez Ectopica
O000,Gravidez Abdominal
O001,Gravidez Tubaria
O002,Gravidez Ovariana
O008,Outr Form de Gravidez Ectopica
O009,Gravidez Ectopica Ne
O01,Mola Hidatiforme
O010,Mola Hidatiforme Classica
O019,Mola Hidatiforme Ne
O02,Outr Produtos Anormais da Concepcao
O020,Ovo Claro e Mola Nao-Hidatiforme
O021,Aborto Retido
O03,Aborto Espontaneo
O030,Incompl Complic Inf Trato Genit Org Pel
O031,Incompl Complic Hemorragia Excessiva Ou
O033,Incompleto c/Outr Complic ou c/Complic
O034,Incompleto s/Complic
O035,Compl ou Ne Complic Inf Trato Gen Org P
O036,Compl ou Ne Complic Hemorrag Excess Ou
O038,Compl ou Ne c/Outr Complic ou c/Complic
O039,Completo ou Ne s/Complic
O04,Aborto p/Razoes Medicas e Legais
O05,Outr Tipos de Aborto
O050,Incompl Complic Inf Trato Genit Org Pel
O054,Incompleto s/Complic
O055,Compl ou Ne Complic Inf Trato Gen Org P
O059,Completo ou Ne s/Complic
O06,Aborto Ne
O060,Incompl Complic Inf Trato Genit Org Pel
O064,Incompleto s/Complic
O069,Completo ou Ne s/Complic
O08,Complic Conseq Aborto Gravidez Ectop Mo
O10,Hipertens Pre-Exist Complic Grav Parto
O100,Hipertens Ess Pre-Exis Comp Grav Parto
O101,Doen Card Hiper Pre-Ex Comp Grav Parto
O103,Doen Card Ren Hip Pre-Ex Comp Grav Part
O104,Hipertens Sec Pre-Exist Comp Grav Parto
O109,Hipertens Pre-Exist Ne Compl Grav Parto
O11,Dist Hipertens Pre-Exist Proteinuria Su
O12,Edema e Proteinuria Gestac s/Hipertensa
O120,Edema Gestacional
O121,Proteinuria Gestacional
O13,Hipertensao Gestacional s/Proteinuria S
O14,Hipertensao Gestacional c/Proteinuria S
O140,Pre-Eclampsia Moderada
O141,Pre-Eclampsia Grave
O149,Pre-Eclampsia Ne
O15,Eclampsia
O150,Eclampsia na Gravidez
O159,Eclampsia Ne Quanto ao Periodo
O16,Hipertensao Materna Ne
O20,Hemorragia do Inicio da Gravidez
O200,Ameaca de Aborto
O208,Outr Hemorragias do Inicio da Gravidez
O209,Hemorragia do Inicio da Gravidez Ne
O21,Vomitos Excessivos na Gravidez
O210,Hiperemese Gravidica Leve
O211,Hiperemese Gravidica c/Disturbio Metabo
O218,Outr Form de Vomitos Complicando a Grav
O219,Vomitos da Gravidez Ne
O22,Complic Venosas na Gravidez
O220,Varizes dos Membros Infer na Gravidez
O221,Varizes Genitais na Gravidez
O223,Flebotrombose Profunda na Gravidez
O224,Hemorroidas na Gravidez
O225,Trombose Venosa Cerebral na Gravidez
O228,Outr Complic Venosas na Gravidez
O229,Complic Venosas na Gravidez Ne
O23,Infecc do Trato Geniturinario na Gravid
O230,Infecc do Rim na Gravidez
O233,Infecc Outr Partes Trato Urinario Gravi
O234,Infecc Ne do Trato Urinario na Gravidez
O235,Infecc do Trato Genital na Gravidez
O239,Outr Infecc e Ne Trato Urinario na Grav
O24,Diabetes Mellitus na Gravidez
O240,Diabetes Mellitus Pre-Exist Insulino-De
O241,Diabetes Mellitus Pre-Exist Nao-Insulin
O243,Diabetes Mellitus Pre-Existente Ne
O244,Diabetes Mellitus Que Surge Durante Gra
O249,Diabetes Mellitus na Gravidez Ne
O25,Desnutric na Gravidez
O26,Assist Materna Outr Complic Lig Predom
O260,Ganho Excessivo de Peso na Gravidez
O261,Ganho de Peso Insuficiente na Gravidez
O262,Assist Gravidez p/ Abortamento Habitual
O264,Herpes Gestacional
O265,Sindr da Hipotensao Materna
O266,Transt do Figado na Gravidez Parto Puer
O267,Subluxacao Sinfise Gravidez Parto Puerp
O268,Outr Afeccoes Espec Ligadas a Gravidez
O269,Afeccoes Ligadas a Gravidez Ne
O28,Achados Anorm Rastr Antenatal Mae
O280,Achados Hematolog Anorm Rastr Antenatal
O289,Achados Anorm Rastr Antenatal da Mae Ne
O29,Complic Anestesia Admin Durante Gravide
O30,Gestacao Mult
O300,Gravidez Dupla
O301,Gravidez Trigemelar
O309,Gestacao Mult Ne
O31,Complic Especificas de Gestacao Mult
O318,Outr Complic Especificas de Gestacao Mu
O33,Assist Prest Mae Desprop Conhecida Susp
O334,Assist Prest Mae Desprop Orig Mista Mat
O339,Assist Prestada a Mae p/Uma Desproporca
O34,Assist Prest Mae Anor Conh Susp Org Pel
O340,Assist a Mae p/Malformacao Congen do Ut
O341,Assist Prestada a Mae p/Tumor do Corpo
O343,Assist Prest Mae p/Incompetencia Cervic
O344,Assist Prest Mae Outr Anorm Colo do Ute
O345,Assist Prest Mae Outr Anorm Utero Gravi
O349,Assist Prest Mae p/Anorm Orgaos Pelvico
O35,Assist Prest Mae Anorm Lesao Fet Conhec
O350,Assist Prest Mae Malform Sist Nerv Cent
O358,Assist Prest Mae Outr Anorm ou Lesoes F
O359,Assist Prest Mae Lesao ou Anorm Fetais
O36,Assist Prest Mae Outr Probl Fet Conhec
O360,Assist Prestada a Mae p/Isoimunizacao R
O362,Assist Prestada a Mae p/Hidropsia Fetal
O364,Assist Prestada a Mae p/Morte Intra-Ute
O365,Assist Prestada a Mae p/Insuf Cresc Fet
O368,Assist Prest Mae Outr Problemas Fetais
O369,Assist Prestada a Mae p/Problema Fetal
O40,Polihidramnio
O41,Outr Transt Membranas e Liquido Amnioti
O410,Oligohidramnio
O418,Outr Transt Espec Liq Amniotico e Membr
O419,Transt do Liquido Amniotico e Membranas
O42,Ruptura Prematura de Membranas
O422,Ruptura Premat Membr Trab Parto Retard
O429,Ruptura Prematura de Membranas Ne
O43,Transt da Placenta
O430,Sindr de Transfusao Placentaria
O438,Outr Transt da Placenta
O439,Transt da Placenta Ne
O44,Placenta Previa
O440,Placenta Previa Espec Como s/Hemorragia
O441,Placenta Previa c/Hemorragia
O45,Descolamento Prematuro da Placenta
O450,Descolamento Premat Placenta c/Defic Co
O458,Outr Descolamento Prematuro da Placenta
O459,Descolamento Prematuro da Placenta Ne
O46,Hemorragia Anteparto Ncop
O469,Hemorragia Anteparto Ne
O47,Falso Trabalho de Parto
O470,Falso Trab Parto Antes de 37 sem Gestac
O479,Falso Trabalho de Parto Ne
O48,Gravidez Prolongada
O60,Parto Pre-Termo
O600,{ñ class}
O601,{ñ class}
O602,{ñ class}
O61,Falha na Inducao do Trabalho de Parto
O62,Anormalidades da Contracao Uterina
O620,Contracoes Iniciais Inadequadas
O622,Outr Form de Inercia Uterina
O623,Trabalho de Parto Precipitado
O624,Contrac Uterinas Hiperton Incoord ou Pr
O628,Outr Anormalidades da Contracao Uterina
O629,Anormalidades da Contracao Uterina Ne
O64,Obstr Trab Parto Dev Ma-Posic Ma-Apres
O640,Obstr Trab Part Dev Rot Incomp Polo Cef
O655,Obstr Trab Parto Dev Anorm Org Pelvicos
O689,Trab Parto e Parto Complic Sofr Fetal N
O694,Trab Parto e Parto Complic p/Vasa Praev
O70,Laceracao do Perineo Durante O Parto
O701,Laceracao Perineo 2. Grau Durante O Par
O709,Laceracao de Perineo Durante O Parto Ne
O717,Hematoma Obstetrico da Pelve
O718,Outr Traum Obstetricos Espec
O72,Hemorragia Pos-Parto
O720,Hemorragia do Terceiro Estagio
O730,Retencao da Placenta s/Hemorragia
O745,Cefal Pos-Anest Raquid Perid Trab Parto
O75,Outr Complic do Trab Parto e do Parto N
O758,Outr Complic Espec Trab Parto e do Part
O80,Parto Unico Espontaneo
O800,Parto Espontaneo Cefalico
O82,Parto Unico p/Cesariana
O820,Parto p/Cesariana Eletiva
O821,Parto p/Cesariana de Emergencia
O822,Parto p/Cesariana p/Histerectomia
O829,Parto p/Cesariana Ne
O868,Outr Infecc Puerperais Espec
O90,Complic do Puerperio Ncop
O901,Ruptura da Incisao Obstetrica no Perine
O902,Hematoma da Incisao Obstetrica
O91,Infecc Mamarias Assoc ao Parto
O911,Abscesso da Mama Assoc ao Parto
O92,Outr Afeccoes Mama e Lactacao Assoc Ao
O94,{ñ class}
O981,Sifilis Complic Gravidez Parto e Puerpe
O986,Doenc Caus Protozoar Compl Grav Parto P
O99,Outr Doenc Mat Cop Compl Grav Parto Pue
O990,Anemia Complic Gravidez Parto Puerperio
O992,Doen Endoc Nutr Metab Compl Grav Parto
O993,Trans Ment Doen Sis Nerv Comp Grav Part
O994,Doenc Ap Circulat Compl Gravidez Parto
O996,Doenc Ap Digestiv Compl Gravidez Parto
O998,Outr Doenc Afec Espec Compl Grav Parto
P02,Fet Rec-Nasc Afet Compl Plac Cord Umb M
P021,Fet Rec-Nasc Afet Outr Form Desc Plac H
P05,Crescimento Fetal Retard e Desnutric Fe
P052,Desnutr Fet s/Menc Peso Compr Baix Idad
P059,Retardo Ne do Crescimento Fetal
P07,Transt Rel Gest Curt Dur Peso Baix Nasc
P072,Imaturidade Extrema
P073,Outr Recem-Nascidos de Pre-Termo
P100,Hemorragia Subdural Dev Traum de Parto
P134,Frat da Clavicula Dev Traum de Parto
P14,Lesoes ao Nascer do Sist Nervoso Perife
P140,Paralisia de Erb Dev Traum de Parto
P143,Outr Lesoes Plexo Braquial Dev Traum Pa
P149,Lesao Ne Sist Nerv Perif Dev Traum de P
P20,Hipoxia Intra-Uterina
P209,Hipoxia Intra-Uterina Ne
P21,Asfixia ao Nascer
P219,Asfixia ao Nascer Ne
P271,Displasia Broncopulm Orig Periodo Perin
P298,Outr Transt Cardiovasc Orig Periodo Per
P35,Doenc Virais Congen
P351,Infecc Congen p/Citomegalovirus
P370,Tuberc Congen
P371,Toxoplasmose Congen
P500,Perda Sanguinea Fetal Dev Vasa Previa
P599,Ictericia Neonatal Ne
P722,Outr Transt Transit Funcao de Tireoide
P835,Hidrocele Congen
P91,Outr Disturbios Funcao Cerebral Rec-Nas
P910,Isquemia Cerebral Neonatal
P912,Leucomalacia Cerebral Neonatal
P916,{ñ class}
P92,Problemas de Alimentacao do Recem-Nasci
P925,Dificuldade Neonatal na Amamentacao No
P94,Transt do Tonus Muscular do Recem-Nasci
P942,Hipotonia Congen
P95,Morte Fetal de Causa Ne
Q01,Encefalocele
Q012,Encefalocele Occipital
Q02,Microcefalia
Q03,Hidrocefalia Congen
Q030,Malformacoes do Aqueduto de Sylvius
Q031,Atresia Fendas Luschka e Foramen Magend
Q038,Outr Hidrocefalia Congen
Q039,Hidrocefalia Congen Ne
Q04,Outr Malformacoes Congen do Cerebro
Q040,Malformacoes Congen do Corpo Caloso
Q042,Holoprosencefalia
Q043,Outr Deform p/Reducao do Encefalo
Q046,Cistos Cerebrais Congen
Q048,Outr Malformacoes Congen Espec do Encef
Q049,Malformacao Congen Ne do Encefalo
Q05,Espinha Bifida
Q051,Espinha Bifida Toracica c/Hidrocefalia
Q052,Espinha Bifida Lombar c/Hidrocefalia
Q053,Espinha Bifida Sacra c/Hidrocefalia
Q054,Espinha Bifida Ne c/Hidrocefalia
Q057,Espinha Bifida Lombar s/Hidrocefalia
Q058,Espinha Bifida Sacra s/Hidrocefalia
Q059,Espinha Bifida Ne
Q06,Outr Malformacoes Congen da Medula Espi
Q061,Hipoplasia e Displasia da Medula Espina
Q068,Outr Malform Congen Espec Medula Espina
Q07,Outr Malformacoes Congen do Sist Nervos
Q070,Sindr de Arnold-Chiari
Q078,Outr Malformacoes Congen Espec Sist Ner
Q100,Ptose Congen
Q11,Anoftalmia Microftalmia e Macroftalmia
Q111,Outr Form de Anoftalmia
Q112,Microftalmia
Q120,Catarata Congen
Q130,Coloboma da Iris
Q131,Ausencia de Iris
Q150,Glaucoma Congen
Q159,Malformacao Congen Ne do Olho
Q16,Malform Congen Ouvido Caus Compr Audica
Q172,Microtia
Q173,Outr Deform da Orelha
Q175,Orelhas Proeminentes
Q18,Outr Malformacoes Congen da Face e Pesc
Q180,Seio Fistula e Cisto Orig Branquial
Q188,Outr Malformacoes Congen Espec Face Pes
Q189,Malformacao Congen Ne da Face e do Pesc
Q20,Malform Congen Camaras e Comunicacoes C
Q200,Tronco Arterial Comum
Q201,Ventriculo Direito c/Dupla Via de Saida
Q203,Comunicacao Ventriculo-Atrial Discordan
Q209,Malformacao Congen Ne Camaras e Comumic
Q21,Malformacoes Congen dos Septos Cardiaco
Q210,Comunicacao Interventricular
Q211,Comunicacao Interatrial
Q212,Comunicacao Atrioventricular
Q213,Tetralogia de Fallot
Q22,Malform Congen Valvas Pulmonar Tricuspi
Q220,Atresia da Valva Pulmonar
Q221,Estenose Congen da Valva Pulmonar
Q224,Estenose Congen da Valva Tricuspide
Q225,Anomalia de Ebstein
Q226,Sindr do Coracao Direito Hipoplasico
Q23,Malformacoes Congen Valvas Aortica e Mi
Q230,Estenose Congen da Valva Aortica
Q233,Insuf Mitral Congen
Q238,Outr Malform Congen Valvas Aortica Mitr
Q24,Outr Malformacoes Congen do Coracao
Q240,Dextrocardia
Q242,Cor Triatriatum
Q245,Malformacoes dos Vasos Coronarios
Q248,Outr Malformacoes Congen Espec do Corac
Q249,Malformacao Ne do Coracao
Q25,Malformacoes Congen das Grandes Arteria
Q250,Permeabilidade do Canal Arterial
Q251,Coartacao da Aorta
Q258,Outr Malformacoes Congen Grandes Arteri
Q260,Estenose Congen da Veia Cava
Q263,Comunicacao Venosa Pulmonar Anormal Par
Q273,Malformacao Arterio-Venosa Periferica
Q28,Outr Malform Congen Aparelho Circulator
Q280,Malform Arteriovenosa de Vasos Pre-Cere
Q282,Malform Arteriovenosa dos Vasos Cerebra
Q283,Outr Malformacoes dos Vasos Cerebrais
Q288,Outr Malform Congen Espec Aparelho Circ
Q309,Malformacao Congen Ne do Nariz
Q315,{ñ class}
Q32,Malformacoes Congen Traqueia e Bronquio
Q320,Traqueomalacia Congen
Q332,Sequestro Pulmonar
Q338,Outr Malformacoes Congen do Pulmao
Q339,Malformacao Congen Ne do Pulmao
Q34,Outr Malformacoes Congen Aparelho Respi
Q35,Fenda Palatina
Q353,Fenda do Palato Mole
Q359,Fenda Palatina Ne
Q369,Fenda Labial Unilateral
Q37,Fenda Labial c/Fenda Palatina
Q371,Fenda Palato Duro c/Fenda Labial Unilat
Q372,Fenda Palato Mole c/Fenda Labial Bilate
Q374,Fenda Palatos Duro Mole c/Fenda Labial
Q375,Fenda Palatos Duro Mole c/Fend Labial U
Q378,Fenda do Palato c/Fenda Labial Bilatera
Q379,Fenda do Palato c/Fenda Labial Unilater
Q385,Malformacoes Congen do Palato Ncop
Q39,Malformacoes Congen do Esofago
Q390,Atresia de Esofago s/Fistula
Q401,Hernia Congen de Hiato
Q422,Ausencia Atresia Estenose Congen Anus C
Q423,Ausencia Atresia Estenose Congen Anus S
Q430,Diverticulo de Meckel
Q431,Doenc de Hirschsprung
Q432,Outr Transt Funcionais Congen do Colon
Q441,Outr Malformacoes Congen da Vesicula Bi
Q442,Atresia das Vias Biliares
Q446,Doenc Cistica do Figado
Q447,Outr Malformacoes Congen do Figado
Q50,Malform Cong Ovario Tromp Falopio Lig L
Q501,Cisto Ovariano de Desenvolv
Q51,Malformacoes Congen Utero e do Colo Do
Q513,Utero Bicorneo
Q529,Malform Congen Ne dos Orgaos Genitais F
Q53,Testiculo Nao-Descido
Q530,Testiculo Ectopico
Q531,Testiculo Nao-Descido Unilateral
Q532,Testiculo Nao-Descido Bilateral
Q54,Hipospadias
Q542,Hipospadia Penoscrotal
Q543,Hipospadia Perineal
Q559,Malform Congen Ne dos Orgaos Genitais M
Q60,Agenesia Renal e Outr Defeitos Reducao
Q603,Hipoplasia Renal Unilateral
Q61,Doenc Cisticas do Rim
Q611,Rim Policistico Tipo Infantil
Q612,Rim Policistico Tipo Adulto
Q613,Rim Policistico Ne
Q614,Displasia Renal
Q62,Anom Cong Obstr Pelv Renal Malf Cong Ur
Q620,Hidronefrose Congen
Q621,Atresia e Estenose do Ureter
Q625,Duplicacao do Ureter
Q63,Outr Malformacoes Congen do Rim
Q631,Rim Lobulado Fundido ou em Ferradura
Q64,Outr Malformacoes Congen Aparelho Urina
Q641,Extrofia Vesical
Q643,Outr Form Atresia Estenose Uretra Colo
Q644,Malformacao do Uraco
Q65,Malformacoes Congen do Quadril
Q650,Luxacao Congen Unilateral do Quadril
Q651,Luxacao Congen Bilateral do Quadril
Q653,Subluxacao Congen Unilateral do Quadril
Q656,Quadril Instavel
Q658,Outr Deform Congen do Quadril
Q659,Deform Congen Ne do Quadril
Q66,Deform Congen do Pe
Q660,Pe Torto Equinovaro
Q661,Pe Torto Calcaneovaro
Q663,Outr Deform Congen dos Pes em Varo
Q664,Pe Torto Calcaneovalgo
Q665,Pe Chato Congen
Q666,Outr Deform Congen dos Pes em Valgo
Q667,Pe Cavo
Q668,Outr Deform Congen do Pe
Q669,Deform Congen Ne do Pe
Q67,Deform Osteom Cong Cabeca Face Coluna T
Q670,Assimetria Facial
Q673,Plagiocefalia
Q674,Outr Deform Congen Cranio Face e Mandib
Q675,Deform Congen da Coluna Vertebral
Q676,Torax Escavado
Q678,Outr Deform Congen do Torax
Q68,Outr Deform Osteomusculares Congen
Q680,Deform Congen Musculo Esternocleidomast
Q681,Deform Congen da Mao
Q682,Deform Congen do Joelho
Q683,Encurvamento Congen do Femur
Q688,Outr Deform Osteomusculares Congen
Q69,Polidactilia
Q692,Artelhos Supranumerarios
Q699,Polidactilia Ne
Q70,Sindactilia
Q700,Coalescencia dos Dedos
Q703,Artelhos Palmados
Q709,Sindactilia Ne
Q71,Defeitos p/Reducao do Membro Super
Q710,Ausencia Congen Completa de Membros Sup
Q711,Ausencia Congen Braco Antebraco c/Mao P
Q712,Ausencia Congen do Antebraco e da Mao
Q713,Ausencia Congen da Mao e de Dedos
Q714,Defeito de Reducao Longitudinal do Radi
Q718,Outr Defeitos de Reducao do Membro Supe
Q719,Defeito p/Reducao do Membro Super Ne
Q72,Defeitos p/Reducao do Membro Infer
Q721,Ausencia Congen Coxa Perna c/Pe Present
Q725,Defeito p/Reducao Longitudinal da Tibia
Q728,Outr Defeitos p/Reducao de Membros Infe
Q729,Defeito Ne p/Reducao do Membro Infer
Q73,Defeitos p/Reducao de Membro Ne
Q731,Focomelia Membros Ne
Q738,Outr Defeitos p/Reducao de Membros Ne
Q74,Outr Malformacoes Congen dos Membros
Q740,Out Malform Cong Membr Super Incl Cint
Q742,Outr Malform Cong Membros Inf Incl Cint
Q743,Artrogripose Congen Mult
Q75,Outr Malformacoes Congen Ossos Cranio E
Q750,Craniossinostose
Q751,Disostose Craniofacial
Q753,Macrocefalia
Q754,Disostose Mandibulo-Facial
Q758,Outr Malform Congen Espec Ossos Cranio
Q76,Malform Congen Coluna Vertebral Ossos T
Q760,Espinha Bifida Oculta
Q761,Sindr de Klippel-Feil
Q762,Espondilolistese Congen
Q763,Escoliose Congen Dev Malform Ossea Cong
Q764,Out Malf Cong Coluna Vert N-Assoc Escol
Q77,Osteocondr c/Anom Cresc Ossos Long Col
Q773,Condrodisplasia Puntacta
Q774,Acondroplasia
Q778,Out Osteocon c/Anom Cresc Osso Long Col
Q780,Osteogenese Imperfeita
Q781,Displasia Poliostotica Fibrosa
Q784,Encondromatose
Q785,Displasia Metafisaria
Q786,Exostoses Congen Mult
Q788,Outr Osteocondrodisplasias Espec
Q789,Osteocondrodisplasia Ne
Q79,Malformacoes Congen Sist Osteomuscular
Q792,Exonfalia
Q793,Gastrosquise
Q794,Sindr do Abdome em Ameixa Seca
Q796,Sindr de Ehlers-Danlos
Q798,Outr Malformacoes Congen Sist Osteomusc
Q799,Malformacao Congen Ne do Sist Osteomusc
Q80,Ictiose Congen
Q802,Ictiose Lamelar
Q808,Outr Ictioses Congen
Q81,Epidermolise Bolhosa
Q810,Epidermolise Bolhosa Simples
Q812,Epidermolise Bolhosa Distrofica
Q82,Outr Malformacoes Congen da Pele
Q820,Linfedema Hereditario
Q821,Xeroderma Pigmentoso
